“Memory and morphogenesis in planaria and beetle,” | in Russian Contributions to Invertebrate Behavior, eds C. I. Abramson, Z. P. Shuranova, and Y. M. Burmistrov (Westport, CT: Praeger),
Ion selectivity and activation of the M2 ion channel of influenza virus. | Biophys. J. 70,
Personal identity and memory. | J. Philosophy 56,
An automated training paradigm reveals long-term memory in planarians and its persistence through head regeneration. | J. Exp. Biol. 216(Pt. 20),
How to count biological minds: symbiosis, the free energy principle, and reciprocal multiscale integration. | Synthese 199,
How well do dingoes, Canis dingo, perform on the detour task? | Anim. Behav. 80,
A principle of organization which facilitates broad Lamarckian-like adaptations by improvisation. | Biol. Direct.
Liquid brains, solid brains. | Philos. Trans. R. Soc. Lond. B Biol. Sci.
Behavioral control by depolarized and hyperpolarized states of an integrating neuron. | Elife
Embryonic Development and Induction. | New Haven, CT: Yale University Press.
Long-term potentiation in bone–a role for glutamate in strain-induced cellular memory? | BMC Cell Biol.
Meta-analysis of bioelectric data in cancer, embryogenesis, and regeneration. | Bioelectricity 3,
The yeast galactose network as a quantitative model for cellular memory. | Mol. Biosyst. 11,
Electrically induced bacterial membrane-potential dynamics correspond to cellular proliferation capacity. | Proc. Natl. Acad. Sci. U.S.A. 116,
Physiological inputs regulate species-specific anatomy during embryogenesis and regeneration. | Commun. Integr. Biol.
Phenotypes to remember: evolutionary developmental memory capacity and robustness. | PLoS Comput. Biol.
Compensatory cellular hypertrophy: the other strategy for tissue homeostasis. | Trends Cell Biol. 24,
Mesenchymal stem cells: potential in treatment of neurodegenerative diseases. | Curr. Stem Cell Res. Ther. 9,
Maslow and the motivation hierarchy: measuring satisfaction of the needs. | Am. J. Psychol. 126,
Joint memory. | Behav. Process. 35,
Predictive processing simplified: the infotropic machine. | Brain Cogn. 112,
Towards the idea of molecular brains. | Int. J. Mol. Sci.
The ubiquity of consciousness. | EMBO Rep. 12,
Induction of vertebrate regeneration by a transient sodium current. | J. Neurosci. 30,
Cracking the bioelectric code: Probing endogenous ionic controls of pattern formation. | Commun. Integr. Biol.
“The phi-bot: a robot controlled by a slime mould,” | in Artificial Life Models in Hardware, eds A. Adamatzky and M. Komosinski (London: Springer),
Memory through metamorphosis in normal and mutant Drosophila. | J. Neurosci. 14,
Do bone cells behave like a neuronal network? | Calcif. Tissue Int. 70,
The Extended Organism : The Physiology of Animal-Built Structures. | Cambridge, MA: Harvard University Press,
Homeostasis as a fundamental principle for a coherent theory of brains. | Philos. Trans. R. Soc. Lond. B Biol. Sci.
Self-generated gradients yield exceptionally robust steering cues. | Front. Cell Dev. Biol.
Seeing around corners: cells solve mazes and respond at a distance using attractant breakdown. | Science
A synthetic multicellular memory device. | ACS Synth. Biol. 5,
“Transfer of information in collective decisions by artificial agents,” | in Proceedings of the the 2018 Conference on Artificial life: A Hybrid of the European Conference on Artificial life (ECAL) and the International Conference on the Synthesis and Simulation of Living Systems (ALIFE), (Cambridge, MA: MIT Press),
“The unit of adaptation, the emergence of individuality, and the loss of sovereignty,” | in Vienna Ser Theor Bio, ed. F. B. A. P. Huneman (Cambridge, MA: MIT Press),
Normalized shape and location of perturbed craniofacial structures in the Xenopus tadpole reveal an innate ability to achieve correct morphology. | Dev. Dyn. 241,
‘Infotaxis’ as a strategy for searching without gradients. | Nature 445,
Seasonal variation of behavior and brain size in a freshwater fish. | Ecol. Evol. 11,
Memory formation in the absence of experience. | Nat. Neurosci. 22,
Cancer chemoprevention by connexins. | Cancer Metastasis Rev. 21,
Chemotaxis: how bacteria use memory. | Biol. Chem. 390,
Electrical signal transmission in the plant-wide web. | Bioelectrochemistry 129,
Modularity in animal development and evolution: elements of a conceptual framework for EvoDevo. | J. Exp. Zool. 285,
Ubiquitous and temperature-dependent neural plasticity in hibernators. | J. Neurosci. 26,
Striving for normality: whole body regeneration through a series of abnormal generations. | FASEB J. 21,
The road to modularity. | Nat. Rev. Genet. 8,
Animal cells connected by nanotubes can be electrically coupled through interposed gap-junction channels. | Proc. Natl. Acad. Sci. U.S.A. 107,
“Experiments with an in-vitro robot brain,” | in Computing with Instinct. LNAI 5897, ed. Y. Cai (Berlin: Springer).
How can evolution learn? | Trends Ecol. Evol. 31,
“Associative memory in gene regulation networks,” | in Proceedings of the Artificial Life Conference XII, (Odense).
Evolutionary connectionism: algorithmic principles underlying the evolution of biological organisation in evo-devo, evo-eco and evolutionary transitions. | Evol. Biol. 43,
The evolution of phenotypic correlations and “developmental memory”. | Evolution 68,
General anesthetics inhibit gap junction communication in cultured organotypic hippocampal slices. | Anesth. Analg. 102,
Major evolutionary transitions in individuality. | Proc. Natl. Acad. Sci. U.S.A. 112,
Regulation of axial and head patterning during planarian regeneration by a commensal bacterium. | Mech. Dev.
Introduction: vitalism without metaphysics? Medical vitalism in the enlightenment. | Sci. Context 21,
Mechanisms for the epigenetic inheritance of stress response in single cells. | Curr. Genet. 64,
Encoding membrane-potential-based memory within a microbial community. | Cell Syst. 10,
Mechanical memory and dosing influence stem cell fate. | Nat. Mater. 13,
The Zahn drawings: new illustrations of Xenopus embryo and tadpole stages for studies of craniofacial development. | Development 144,
Hierarchical modularity of nested bow-ties in metabolic networks. | BMC Bioinformatics
Cardiac memory: do the heart and the brain remember the same? | J. Interv. Card Electrophysiol. 11, 177–182.
